Id,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,TotalBsmtSF,stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
819,6,1971,1971,TA,TA,TA,1010,1052,1052,1,TA,6,0,1971,2,440,2010,155000
820,7,2009,2010,Gd,TA,Gd,1358,1358,1358,2,Gd,6,1,2010,2,484,2010,224000
821,7,2003,2003,Gd,TA,Gd,798,798,1640,2,Gd,6,0,2003,2,595,2008,183000
822,4,1953,1953,Fa,TA,Fa,936,936,936,1,TA,4,0,1974,2,576,2009,93000
823,7,2003,2003,Gd,TA,Gd,847,847,1733,2,Gd,7,1,2003,2,433,2007,225000
824,6,1940,1950,TA,TA,TA,778,944,1489,2,TA,7,1,1940,1,240,2009,139500
825,8,2006,2006,Gd,TA,Gd,1489,1489,1489,2,Gd,7,1,2006,2,776,2006,232600
826,10,2007,2008,Ex,TA,Ex,2078,2084,2084,2,Ex,7,1,2007,3,1220,2008,385000
827,5,1924,1950,TA,TA,TA,784,784,784,1,Gd,5,0,NaN,0,0,2008,109500
828,7,2001,2001,Gd,TA,Gd,1454,1434,1434,2,Gd,6,1,2001,2,527,2009,189000
829,5,1967,1967,TA,TA,TA,1013,1160,2126,2,TA,7,0,1967,2,538,2009,185000
830,7,2005,2005,Gd,TA,Gd,600,520,1223,2,Gd,4,0,2005,2,480,2006,147400
831,6,1957,1957,TA,TA,TA,1392,1392,1392,1,TA,6,2,1957,2,458,2008,166000
832,7,2005,2005,TA,TA,Gd,600,520,1200,2,Gd,4,0,2005,2,480,2006,151000
833,7,2003,2003,Gd,TA,Gd,941,941,1829,2,Gd,7,1,2003,2,613,2010,237000
834,6,1964,1964,TA,TA,TA,1516,1516,1516,1,TA,6,0,1964,2,472,2009,167000
835,5,1961,1961,TA,TA,TA,1144,1144,1144,1,TA,6,0,1961,2,456,2008,139950
836,4,1950,1995,TA,TA,Gd,1067,1067,1067,2,Gd,4,0,1996,2,436,2010,128000
837,5,1948,1973,TA,TA,TA,1559,1559,1559,1,TA,5,0,1948,2,812,2007,153500
838,6,1973,1973,TA,TA,TA,483,483,987,1,TA,5,0,1973,1,264,2008,100000
839,5,1995,2006,TA,TA,Gd,1099,1099,1099,1,Gd,6,0,1999,1,352,2008,144000
840,5,1946,1995,TA,TA,TA,768,768,1200,1,TA,6,0,1946,1,240,2008,130500
841,6,1925,1950,TA,TA,TA,672,810,1482,2,Fa,7,0,1934,1,400,2008,140000
842,5,1904,2002,TA,TA,TA,650,958,1539,2,Gd,8,1,1983,2,686,2008,157500
843,6,1966,1966,TA,TA,TA,1127,1165,1165,1,TA,6,0,1966,2,490,2008,174900
844,5,1961,1961,TA,TA,TA,1800,1800,1800,2,TA,10,0,NaN,0,0,2007,141000
845,5,1915,1950,TA,TA,TA,876,876,1416,1,TA,7,1,1949,3,720,2008,153900
846,5,1975,1981,TA,TA,Gd,1390,1701,1701,2,TA,6,2,1975,2,611,2007,171000
847,7,1993,1993,Gd,TA,Gd,740,1006,1775,2,Gd,7,1,1993,2,425,2009,213000
848,5,1972,1972,TA,TA,TA,864,864,864,1,TA,5,1,1972,1,338,2009,133500
849,6,1908,1997,TA,TA,TA,907,1307,2358,3,TA,10,1,1908,2,360,2008,240000
850,6,1976,1994,Gd,Gd,TA,528,1094,1855,2,TA,7,1,1976,2,512,2007,187000
851,6,2003,2003,Gd,TA,Gd,848,848,848,1,Gd,3,0,2003,2,420,2007,131500
852,8,2003,2003,Gd,TA,Gd,1273,1456,1456,2,Gd,7,1,2003,2,400,2006,215000
853,7,1941,1950,TA,Gd,TA,918,918,1646,2,TA,7,2,1941,1,240,2007,164000
854,6,1964,1964,TA,Gd,TA,1127,1445,1445,1,TA,7,1,1964,2,645,2009,158000
855,5,1955,1974,TA,TA,TA,1763,1779,1779,1,TA,6,1,1955,2,454,2006,170000
856,5,1962,2010,TA,Gd,TA,1040,1040,1040,1,TA,6,0,1962,1,260,2010,127000
857,6,1978,1978,TA,TA,Gd,940,1026,1026,1,TA,5,0,1981,2,576,2008,147000
858,6,1994,1995,TA,TA,Gd,702,702,1481,2,TA,6,1,1994,2,343,2009,174000
859,7,1976,1976,TA,TA,Gd,1090,1370,1370,2,TA,6,1,1976,2,479,2009,152000
860,6,1968,1984,TA,TA,TA,1054,1512,2654,2,Gd,9,1,1968,2,619,2006,250000
861,7,1918,1998,Gd,TA,TA,912,912,1426,1,Gd,7,1,1925,1,216,2007,189950
862,5,1965,1965,TA,TA,TA,1039,1039,1039,1,TA,6,0,1965,2,504,2010,131500
863,6,1984,1985,TA,TA,Gd,1040,1097,1097,2,TA,6,0,1986,2,480,2010,152000
864,5,1959,1959,TA,TA,TA,1148,1148,1148,1,TA,6,0,1959,1,672,2009,132500
865,7,2007,2008,Gd,TA,Ex,1372,1372,1372,2,Gd,6,0,2008,2,529,2008,250580
866,5,1970,1970,TA,TA,TA,1002,1002,1002,1,TA,5,0,1973,2,902,2009,148500
867,8,2006,2007,Gd,TA,Gd,1638,1646,1646,2,Gd,6,1,2007,3,870,2007,248900
868,4,1961,1961,TA,TA,TA,1040,1120,1120,1,Fa,5,0,1961,2,544,2007,129000
869,5,1948,1950,TA,TA,NA,0,1547,2320,2,TA,7,1,1979,2,672,2006,169000
870,7,1993,1994,Gd,TA,Gd,1050,1062,1949,2,Gd,8,1,1993,2,574,2010,236000
871,5,1962,1962,TA,TA,TA,894,894,894,1,TA,5,0,1962,1,308,2009,109500
872,6,1998,1998,TA,TA,Gd,804,804,1682,2,Gd,7,0,1998,2,523,2010,200500
873,5,1953,1996,Gd,TA,TA,105,910,910,1,Gd,5,0,1953,2,414,2008,116000
874,5,1949,1950,Gd,TA,TA,832,1036,1268,1,TA,6,1,1949,1,288,2009,133000
875,5,1941,1950,TA,TA,TA,676,676,1131,1,TA,5,0,1941,1,200,2009,66500
876,8,2007,2007,Gd,TA,Gd,1184,1184,2610,2,Ex,11,1,2007,2,550,2007,303477
877,4,1963,1963,TA,TA,TA,1064,1040,1040,1,TA,5,0,1963,2,648,2007,132250
878,9,2004,2005,Gd,TA,Ex,1462,1462,2224,2,Ex,10,1,2004,3,738,2009,350000
879,5,1961,1995,TA,TA,TA,1109,1155,1155,1,Gd,6,0,1987,2,576,2010,148000
880,5,1978,2005,Gd,Gd,TA,864,864,864,1,TA,6,0,1978,1,336,2009,136500
881,5,2005,2006,TA,TA,Ex,1090,1090,1090,1,TA,5,0,2005,2,450,2007,157000
882,7,1990,1991,Gd,Gd,Gd,1156,1187,1717,2,Gd,7,1,1990,2,400,2007,187500
883,6,1992,1993,TA,TA,Gd,808,808,1593,2,TA,7,1,1993,2,389,2009,178000
884,4,1912,1950,Gd,TA,TA,795,954,2230,1,TA,10,0,1997,1,440,2006,118500
885,5,1967,1967,TA,TA,TA,892,892,892,1,TA,5,0,1967,1,288,2009,100000
886,9,1999,2000,Gd,TA,Ex,1698,1709,1709,2,Gd,5,1,1999,2,506,2008,328900
887,5,1959,2005,TA,TA,TA,1626,1712,1712,2,TA,8,0,2005,2,588,2006,145000
888,5,1955,1955,TA,Gd,TA,816,872,1393,1,TA,8,0,1955,1,300,2008,135500
889,8,1970,1970,Gd,Gd,TA,2217,2217,2217,2,Gd,8,1,1970,2,621,2007,268000
890,6,1953,1953,TA,TA,TA,1505,1505,1505,1,TA,6,1,1953,2,505,2009,149500
891,5,1949,2006,TA,Gd,TA,672,672,924,1,TA,6,1,2003,2,576,2007,122900
892,6,1978,1978,TA,TA,TA,918,918,1683,2,TA,7,1,1978,2,440,2009,172500
893,6,1963,2003,TA,TA,TA,1059,1068,1068,1,TA,6,0,1963,1,264,2006,154500
894,5,1954,1954,TA,TA,Gd,1383,1383,1383,1,TA,6,1,1954,1,354,2008,165000
895,5,1979,1979,TA,TA,NA,0,1535,1535,2,TA,8,0,1979,2,400,2009,118858
896,6,1963,1963,TA,TA,TA,780,983,1796,1,TA,8,1,1963,2,483,2008,140000
897,4,1936,1950,TA,TA,TA,951,951,951,1,TA,6,0,1936,1,327,2006,106500
898,5,1979,1979,TA,TA,NA,0,1120,2240,2,TA,12,0,1979,2,528,2009,142953
899,9,2009,2010,Ex,TA,Ex,2330,2364,2364,2,Ex,11,2,2009,3,820,2010,611657
900,5,1961,1994,TA,TA,TA,912,1236,1236,1,TA,6,1,1961,1,288,2006,135000
901,4,1971,1971,TA,TA,TA,858,858,858,1,TA,4,0,1979,1,684,2007,110000
902,5,1957,2000,TA,Gd,TA,992,1306,1306,1,TA,5,0,1968,1,756,2009,153000
903,7,2003,2003,Gd,TA,Gd,783,807,1509,2,Gd,8,1,2003,2,393,2006,180000
904,7,2006,2006,Gd,TA,Gd,1670,1670,1670,2,Gd,7,1,2006,3,690,2006,240000
905,5,1967,1967,TA,TA,TA,876,902,902,1,TA,6,0,1967,1,288,2007,125500
906,5,1954,1954,TA,TA,TA,1056,1063,1063,1,TA,6,0,1954,1,280,2010,128000
907,8,2006,2006,Gd,TA,Gd,1623,1636,1636,2,Gd,8,1,2006,3,865,2007,255000
908,7,1936,1987,Gd,TA,Gd,1017,1020,2057,1,Gd,6,1,1936,1,180,2006,250000
909,5,1983,1983,TA,TA,Gd,864,902,902,1,TA,5,0,1983,2,484,2006,131000
910,6,2005,2005,Gd,TA,Gd,742,742,1484,2,Gd,8,1,2005,2,390,2009,174000
911,5,1960,1960,TA,TA,TA,1105,1105,2274,2,TA,12,0,1960,2,480,2010,154300
912,5,1977,1989,TA,TA,Gd,1268,1268,1268,1,Gd,5,0,1978,1,252,2009,143500
913,5,1925,1950,TA,TA,TA,768,1015,1015,1,TA,6,0,1925,1,450,2006,88000
914,5,1949,1950,TA,TA,TA,1001,1001,2002,2,TA,8,0,1949,3,871,2007,145000
915,6,2009,2009,Gd,TA,Gd,612,612,1224,2,Gd,4,0,2009,2,528,2009,173733
916,4,1970,1970,TA,TA,TA,546,546,1092,1,TA,6,0,1970,1,286,2007,75000
917,2,1949,1950,TA,TA,TA,480,480,480,0,TA,4,0,1958,1,308,2006,35311
918,4,1956,1956,TA,TA,TA,1134,1229,1229,1,TA,6,0,1956,1,284,2009,135000
919,7,1991,1991,Gd,TA,Ex,1104,912,2127,2,Gd,8,1,1991,3,833,2007,238000
920,6,1958,2002,Ex,TA,Gd,1184,1414,1414,1,TA,6,1,1990,2,601,2008,176500
921,6,1994,1994,Gd,Gd,Gd,928,936,1721,2,Gd,7,0,1994,2,471,2007,201000
922,5,1900,2003,TA,TA,TA,1272,1272,2200,2,TA,9,0,NaN,0,0,2008,145900
923,6,2005,2006,Gd,TA,Gd,1316,1316,1316,2,Gd,6,1,2005,2,397,2006,169990
924,6,1993,1994,Gd,TA,Gd,1604,1617,1617,2,Gd,5,1,1993,2,533,2008,193000
925,6,1980,1980,TA,Gd,Gd,1686,1686,1686,2,TA,7,1,1980,2,612,2006,207500
926,5,1977,1977,TA,TA,Gd,1126,1126,1126,2,Ex,6,0,1977,2,540,2008,175000
927,8,2003,2004,Gd,TA,Gd,1181,1234,2374,2,Ex,10,1,2003,3,656,2007,285000
928,7,1968,1968,TA,TA,TA,832,1098,1978,2,TA,9,1,1968,2,486,2008,176000
929,8,2001,2001,Gd,TA,Gd,1753,1788,1788,2,Ex,7,1,2001,2,522,2009,236500
930,7,1997,1997,TA,TA,Gd,964,993,2236,2,Gd,8,1,1997,2,642,2006,222000
931,8,2007,2007,Gd,TA,Gd,1466,1466,1466,2,Gd,7,0,2007,3,610,2009,201000
932,5,1965,1965,TA,TA,TA,925,925,925,1,TA,5,0,1965,1,429,2009,117500
933,9,2006,2006,Ex,TA,Ex,1905,1905,1905,2,Ex,8,1,2006,3,788,2007,320000
934,7,2004,2004,Gd,TA,Gd,1500,1500,1500,2,Gd,6,0,2004,2,570,2009,190000
935,7,1960,2007,TA,TA,Gd,585,2069,2069,2,Gd,9,1,1960,2,505,2008,242000
936,4,1926,1953,TA,Gd,Fa,600,747,747,1,TA,5,0,1953,2,528,2006,79900
937,7,2003,2003,Gd,TA,Gd,1176,1200,1200,2,Gd,5,0,2003,2,555,2009,184900
938,7,2005,2005,Gd,TA,Gd,1113,1113,1971,2,Gd,8,1,2005,2,689,2009,253000
939,7,2006,2006,Gd,TA,Gd,1391,1391,1962,2,Gd,7,0,2006,3,868,2006,239799
940,7,1940,1950,TA,Gd,TA,1032,1207,2403,2,TA,10,2,1940,1,349,2010,244400
941,6,1976,1976,TA,TA,TA,1728,1728,1728,2,TA,8,0,1976,2,574,2006,150900
942,7,1999,1999,Gd,TA,Gd,992,1022,2060,2,Gd,8,1,1999,2,390,2009,214000
943,4,1977,1977,TA,TA,Gd,1440,1440,1440,2,TA,8,0,NaN,0,0,2007,150000
944,5,1967,1967,TA,TA,TA,1632,1632,1632,2,TA,8,0,1967,2,576,2007,143000
945,6,1958,1958,TA,TA,TA,819,1344,1344,1,Gd,7,1,1958,2,525,2009,137500
946,5,1890,1996,TA,TA,TA,1088,1188,1869,1,TA,7,0,1963,2,456,2009,124900
947,5,1959,1959,TA,Gd,TA,1144,1144,1144,1,TA,6,1,1959,1,796,2006,143000
948,8,2002,2003,Gd,TA,Gd,1616,1629,1629,2,Gd,9,1,2002,3,808,2007,270000
949,7,2002,2002,Gd,TA,Gd,936,936,1776,2,Gd,7,1,2002,2,474,2006,192500
950,6,1972,2006,TA,TA,TA,1161,1381,1381,1,Gd,5,1,1972,2,676,2010,197500
951,5,1950,2002,TA,TA,TA,864,864,864,1,Gd,5,0,1980,2,720,2007,129000
952,5,1965,1965,TA,TA,TA,828,965,965,1,TA,6,0,1979,1,300,2006,119900
953,5,1972,2003,TA,Gd,Gd,768,768,768,1,TA,5,0,1974,1,396,2009,133900
954,5,1969,1969,TA,TA,TA,784,1168,1968,2,TA,7,1,1969,2,530,2008,172000
955,6,1975,1975,TA,TA,Gd,945,980,980,2,TA,4,0,NaN,0,0,2006,127500
956,6,1946,1950,TA,TA,Gd,979,979,1958,2,TA,8,0,1946,2,492,2007,145000
957,6,1980,1980,TA,TA,Gd,561,561,1229,1,TA,5,1,1980,2,462,2009,124000
958,5,1962,1962,TA,TA,TA,1057,1057,1057,1,TA,6,0,1977,2,576,2007,132000
959,7,2003,2003,Gd,TA,Gd,1337,1337,1337,2,Gd,6,0,2003,2,531,2007,185000
960,7,1999,1999,Gd,TA,Gd,696,696,1416,2,Gd,6,0,1999,2,484,2010,155000
961,5,1958,2008,TA,Gd,TA,858,858,858,1,TA,4,0,NaN,0,0,2010,116500
962,6,1977,1995,TA,Gd,Gd,1330,1542,2872,2,TA,11,1,1977,2,619,2008,272000
963,6,1976,1976,TA,TA,Gd,804,804,1548,2,Gd,7,1,1976,2,440,2007,155000
964,9,2007,2007,Gd,TA,Ex,1800,1800,1800,2,Ex,7,0,2007,2,702,2009,239000
965,7,2002,2003,Gd,TA,Gd,817,824,1894,2,Gd,8,1,2002,2,510,2010,214900
966,6,2005,2007,Gd,TA,Gd,783,783,1484,2,Gd,8,1,2005,2,393,2007,178900
967,5,1940,1950,Gd,Gd,TA,728,976,1308,1,TA,7,2,1940,1,256,2009,160000
968,5,1955,1955,TA,TA,TA,1098,1098,1098,1,TA,6,0,1955,1,260,2008,135000
969,3,1910,1950,TA,TA,TA,600,600,968,1,TA,6,0,NaN,0,0,2009,37900
970,6,1958,1958,TA,Fa,TA,588,1095,1095,1,TA,6,0,1958,1,264,2006,140000
971,4,1949,1950,TA,TA,TA,720,720,1192,1,TA,6,0,NaN,0,0,2006,135000
972,7,2003,2004,Gd,TA,Gd,764,764,1626,2,Gd,6,0,2003,2,474,2009,173000
973,6,1979,1979,TA,TA,Gd,918,918,918,2,TA,5,1,1979,1,264,2010,99500
974,7,2007,2008,Gd,TA,Gd,1428,1428,1428,2,Gd,6,0,2007,2,480,2008,182000
975,7,1910,1993,TA,Gd,Gd,728,1136,2019,1,Gd,8,0,1997,2,532,2009,167500
976,7,2000,2000,Gd,TA,Gd,673,673,1382,2,Gd,6,0,2000,2,490,2006,165000
977,4,1923,1958,TA,TA,Gd,440,869,869,1,Fa,4,0,NaN,0,0,2006,85500
978,7,2006,2007,Gd,TA,Gd,1241,1241,1241,1,Gd,4,0,2007,2,569,2007,199900
979,4,1954,1954,TA,TA,TA,894,894,894,1,TA,5,0,1999,2,400,2007,110000
980,5,1963,1963,TA,TA,TA,1121,1121,1121,1,TA,5,0,1963,2,480,2009,139000
981,7,1961,2007,Ex,TA,TA,944,999,999,1,Ex,6,0,1961,2,588,2008,178400
982,8,1998,1999,Gd,TA,Gd,1225,1276,2612,2,Gd,8,1,1998,3,676,2009,336000
983,7,2007,2007,Gd,TA,Gd,1266,1266,1266,2,Gd,6,1,2007,2,388,2008,159895
984,8,2002,2002,Gd,TA,Gd,1128,1149,2290,2,Gd,9,1,2002,2,779,2008,255900
985,5,1977,1977,TA,TA,NA,0,1302,1734,2,Gd,8,0,1977,2,539,2009,126000
986,5,1950,1950,TA,TA,TA,1164,1164,1164,1,TA,5,0,1950,1,240,2008,125000
987,6,1910,2003,TA,Gd,TA,485,1001,1635,1,Gd,5,0,1950,1,255,2006,117000
988,9,2009,2010,Ex,TA,Ex,1930,1940,1940,2,Ex,8,1,2010,3,606,2010,395192
989,6,1976,1976,TA,TA,TA,848,1118,2030,2,Gd,8,1,1976,2,551,2007,195000
990,7,2006,2006,Gd,TA,Gd,770,778,1576,2,Gd,6,0,2006,2,614,2006,197000
991,8,1997,1998,Gd,TA,Gd,1396,1407,2392,2,Gd,7,1,1997,3,870,2006,348000
992,8,1882,1986,Gd,Gd,TA,916,916,1742,1,Gd,8,1,1925,2,424,2009,168000
993,6,1964,1993,TA,TA,TA,822,1020,1851,2,Gd,7,1,1964,2,440,2007,187000
994,6,2005,2006,TA,TA,Gd,750,750,1500,2,Gd,6,0,2005,2,564,2006,173900
995,10,2006,2007,Ex,TA,Ex,1700,1718,1718,2,Ex,7,1,2008,3,786,2009,337500
996,4,1946,1950,TA,TA,TA,747,774,1230,1,TA,5,0,1946,1,305,2006,121600
997,5,1961,1961,TA,TA,TA,1050,1050,1050,1,TA,6,0,1961,1,368,2006,136500
998,6,1970,1970,TA,TA,TA,1442,1442,1442,2,TA,6,1,1970,2,615,2009,185000
999,3,1922,1950,TA,TA,TA,1007,1077,1077,1,TA,6,1,1922,1,210,2006,91000
1000,7,2006,2006,Gd,TA,Gd,1187,1208,1208,2,Gd,6,0,2006,2,632,2010,206000
1001,3,1952,1952,TA,TA,NA,0,944,944,1,Fa,4,0,1956,2,528,2009,82000
1002,5,1920,1950,TA,TA,Fa,691,691,691,1,Ex,4,0,1920,1,216,2007,86000
1003,8,2006,2006,Gd,TA,Gd,1574,1574,1574,2,Gd,7,1,2006,3,824,2008,232000
1004,5,1976,1976,TA,TA,TA,1680,1680,1680,2,TA,8,0,1976,2,528,2007,136905
1005,7,2005,2006,Gd,TA,Gd,1346,1504,1504,2,Gd,7,1,2005,2,457,2009,181000
1006,5,1977,1977,Gd,TA,Gd,985,985,985,2,TA,6,0,1977,1,328,2008,149900
1007,6,1970,1970,TA,TA,Gd,1657,1657,1657,2,TA,7,1,1970,2,484,2007,163500
1008,4,1970,1970,TA,TA,TA,546,546,1092,1,TA,6,0,1970,1,286,2009,88000
1009,7,2004,2005,Gd,TA,Ex,1710,1710,1710,2,Gd,7,1,2004,2,550,2009,240000
1010,5,1926,1950,TA,Fa,TA,1008,1008,1522,2,TA,7,0,NaN,0,0,2006,102000
1011,5,1948,1950,TA,TA,TA,720,720,1271,2,TA,7,1,1948,1,312,2008,135000
1012,5,1965,1965,TA,TA,NA,0,1664,1664,2,TA,8,0,NaN,0,0,2010,100000
1013,6,1923,1996,TA,Gd,TA,602,900,1502,1,Gd,7,2,1923,1,180,2007,165000
1014,5,1910,2006,TA,TA,TA,1022,1022,1022,1,TA,4,0,1956,1,280,2009,85000
1015,6,1948,1950,TA,TA,TA,1082,1082,1082,1,TA,5,1,1948,1,240,2007,119200
1016,8,2001,2001,Gd,TA,Gd,810,810,1665,2,Gd,6,0,2001,2,528,2009,227000
1017,7,1996,1996,Gd,TA,Gd,1504,1504,1504,2,Gd,6,1,1996,2,478,2009,203000
1018,8,1984,1984,Gd,TA,Gd,1220,1360,1360,1,Gd,4,1,1984,2,565,2009,187500
1019,7,1991,1992,Gd,TA,Gd,384,802,1472,2,Gd,7,1,1991,2,402,2007,160000
1020,7,2005,2005,Gd,TA,Gd,1362,1506,1506,2,Gd,6,1,2005,2,440,2006,213490
1021,4,2005,2005,TA,TA,Gd,1132,1132,1132,1,Gd,5,0,2005,2,451,2008,176000
1022,7,2006,2006,Gd,TA,Gd,1199,1220,1220,2,Gd,6,0,2006,2,632,2006,194000
1023,5,1930,1950,TA,TA,TA,912,912,1248,1,TA,6,0,1957,1,160,2007,87000
1024,7,2005,2006,Gd,TA,Gd,1346,1504,1504,2,Gd,7,1,2005,2,437,2008,191000
1025,8,1976,1976,Gd,TA,Gd,1565,2898,2898,2,Gd,10,1,1976,2,665,2008,287000
1026,5,1972,1972,TA,TA,TA,882,882,882,1,TA,5,0,1980,2,461,2007,112500
1027,5,1960,1960,TA,TA,TA,1268,1264,1264,1,TA,6,2,1960,2,461,2010,167500
1028,8,2007,2008,Gd,TA,Gd,1638,1646,1646,2,Gd,7,1,2008,3,800,2008,293077
1029,5,1941,1950,TA,TA,TA,768,968,1376,1,TA,6,1,1941,1,240,2007,105000
1030,6,1972,1972,TA,TA,TA,672,672,1218,1,TA,7,0,1972,1,264,2006,118000
1031,5,1916,1995,TA,TA,TA,686,948,1928,2,TA,10,0,NaN,0,0,2006,160000
1032,7,1920,1970,TA,TA,TA,824,1687,3082,2,TA,12,2,1970,2,672,2009,197000
1033,8,1993,1993,Gd,Gd,Gd,1338,1352,2520,2,Gd,10,1,1993,3,796,2006,310000
1034,7,2002,2002,Gd,TA,Gd,1654,1654,1654,2,Gd,6,0,2002,3,900,2006,230000
1035,5,1938,1950,TA,Gd,Fa,920,954,954,1,Fa,5,1,1938,1,240,2007,119750
1036,4,1957,1957,TA,Gd,NA,0,845,845,1,TA,5,0,1957,1,290,2009,84000
1037,9,2007,2008,Gd,TA,Ex,1620,1620,1620,2,Ex,6,1,2008,3,912,2009,315500
1038,8,2001,2002,Gd,TA,Gd,1055,1055,2263,2,Gd,7,1,2001,2,905,2008,287000
1039,4,1970,2008,TA,TA,TA,546,798,1344,1,TA,6,1,NaN,0,0,2009,97000
1040,4,1970,1970,TA,TA,Gd,630,630,630,1,TA,3,0,1970,1,286,2009,80000
1041,5,1957,2000,TA,TA,TA,1134,1803,1803,2,TA,8,1,1957,2,484,2006,155000
1042,6,1966,2000,TA,TA,TA,800,800,1632,1,Gd,7,0,1966,2,484,2008,173000
1043,6,2005,2005,Gd,TA,Gd,1306,1306,1306,2,Gd,5,1,2005,2,624,2009,196000
1044,7,1990,1990,TA,TA,Gd,1475,1532,2329,2,Gd,10,1,1990,2,514,2008,262280
1045,8,1981,1981,Gd,TA,Gd,2524,2524,2524,2,Gd,9,1,1981,2,542,2009,278000
1046,3,1955,1955,TA,TA,NA,0,1733,1733,2,TA,8,1,1955,2,452,2009,139600
1047,9,2005,2006,Gd,TA,Ex,1992,1992,2868,3,Ex,11,1,2005,3,716,2006,556581
1048,5,1994,1995,TA,TA,Gd,990,990,990,1,TA,5,0,1996,2,672,2008,145000
1049,5,1960,2006,TA,Fa,NA,0,1771,1771,1,TA,9,1,1960,2,336,2009,115000
1050,4,1946,2006,TA,TA,NA,0,930,930,1,Gd,6,0,1946,1,308,2010,84900
1051,7,2007,2007,Gd,TA,Gd,1302,1302,1302,2,Gd,6,0,2007,2,436,2007,176485
1052,7,2007,2007,Gd,TA,Gd,1316,1316,1316,2,Gd,6,1,2007,2,440,2007,200141
1053,6,1964,1978,TA,TA,TA,816,1127,1977,1,TA,9,1,1964,2,540,2007,165000
1054,5,1957,2002,TA,TA,TA,1216,1526,1526,1,TA,7,1,1957,1,364,2010,144500
1055,8,2002,2002,Gd,TA,Gd,1065,1091,1989,2,Gd,7,1,2002,2,586,2006,255000
1056,6,1976,1976,TA,TA,Gd,1193,1523,1523,2,TA,7,1,1976,2,478,2008,180000
1057,7,2005,2005,Gd,TA,Gd,1364,1364,1364,2,Gd,6,1,2005,2,484,2006,185850
1058,7,1994,1994,Gd,TA,Gd,973,979,1850,2,Gd,7,1,1994,2,467,2009,248000
1059,9,2008,2008,Ex,TA,Ex,1104,1130,2184,2,Ex,10,1,2008,3,836,2009,335000
1060,6,1932,1950,TA,TA,TA,854,1096,1991,1,TA,7,1,1977,2,432,2007,220000
1061,8,2001,2001,Gd,TA,Gd,1338,1338,1338,2,Gd,6,0,2001,2,582,2010,213500
1062,3,1935,1950,Fa,TA,TA,894,894,894,1,TA,6,0,1994,3,1248,2008,81000
1063,5,1900,1950,TA,TA,TA,662,1422,2337,2,TA,10,0,1945,2,560,2007,90000
1064,6,1925,1980,TA,Gd,TA,1103,1103,1103,1,Gd,5,1,1976,2,440,2006,110500
1065,5,1966,1966,TA,TA,TA,1154,1154,1154,1,TA,6,1,1966,2,480,2009,154000
1066,7,1996,1997,Gd,TA,Ex,1306,1306,2260,2,Gd,7,0,1996,2,533,2010,328000
1067,6,1993,1994,Gd,TA,Gd,799,799,1571,2,TA,7,1,1993,2,380,2009,178000
1068,6,1964,1964,TA,TA,TA,780,798,1611,1,TA,7,0,1964,2,442,2008,167900
1069,6,1973,1973,TA,TA,Gd,942,1291,2521,2,TA,10,1,1973,2,576,2006,151400
1070,5,1949,2003,TA,TA,TA,845,893,893,1,Gd,4,0,1985,2,576,2007,135000
1071,5,1956,1956,TA,TA,TA,1048,1048,1048,1,TA,6,0,1956,1,286,2007,135000
1072,6,1968,1968,TA,TA,TA,727,829,1556,1,TA,8,0,1968,2,441,2009,154000
1073,5,1948,1950,TA,TA,Fa,810,1002,1456,1,TA,7,1,1954,1,280,2006,91500
1074,6,1977,1977,TA,TA,TA,690,698,1426,1,TA,6,0,1977,2,440,2009,159500
1075,7,2006,2006,Gd,TA,Gd,1240,1240,1240,2,Gd,5,0,2006,3,826,2007,194000
1076,7,1940,1984,TA,TA,TA,800,960,1740,1,TA,6,2,1940,1,240,2007,219500
1077,5,1936,1989,TA,TA,Fa,796,1096,1466,2,Gd,7,1,1950,2,566,2006,170000
1078,5,1969,1969,TA,TA,TA,1096,1096,1096,1,TA,6,0,1969,1,299,2006,138800
1079,6,2004,2004,Gd,TA,Gd,848,848,848,1,Gd,3,1,2004,2,420,2006,155900
1080,5,1994,1994,TA,TA,Gd,990,990,990,1,TA,5,0,1996,1,299,2007,126000
1081,6,1971,2004,Gd,Gd,TA,1258,1258,1258,2,Gd,5,0,1971,2,528,2008,145000
1082,5,1963,1963,TA,TA,TA,1040,1040,1040,1,TA,5,0,1963,1,308,2010,133000
1083,7,2002,2002,Gd,TA,Gd,1459,1459,1459,2,Gd,6,1,2002,2,527,2007,192000
1084,6,1964,1964,TA,TA,TA,1251,1251,1251,1,TA,6,2,1964,1,461,2006,160000
1085,6,1995,1996,TA,TA,Gd,691,691,1498,2,TA,6,1,1995,2,409,2006,187500
1086,6,1992,1992,TA,TA,Gd,936,996,996,1,Gd,5,0,1992,2,564,2010,147000
1087,4,1973,1973,TA,TA,TA,546,546,1092,1,TA,6,0,1973,1,286,2010,83500
1088,8,2005,2006,Gd,TA,Gd,1082,1082,1953,2,Gd,9,1,2005,3,1043,2009,252000
1089,7,2004,2004,Gd,TA,Gd,970,970,1709,2,Gd,7,0,2004,2,380,2006,137500
1090,8,2005,2005,Gd,TA,Gd,1247,1247,1247,1,Gd,4,1,2005,2,550,2006,197000
